Project,Version,Package Name,Type Name,Method Name,Smell,checker,File Path,SmellID,begin,end,disappear,gap
pig,0.11.0-rc0,pig.pig-release-0.11.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.11.0-rc0,0.11.0-rc0,0.11.0,1
pig,0.11.0,pig.pig-release-0.11.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.11.0,0.11.0,0.11.1-rc0,1
pig,0.11.0,pig.pig-release-0.11.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.11.0,0.11.0,0.11.1-rc0,1
pig,0.11.1-rc0,pig.pig-release-0.11.1-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.11.1-rc0,0.11.1-rc0,0.11.1,1
pig,0.11.1-rc0,pig.pig-release-0.11.1-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.11.1-rc0,0.11.1-rc0,0.11.1,1
pig,0.11.1,pig.pig-release-0.11.1.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.11.1,0.11.1,0.12.0-rc0,1
pig,0.11.1,pig.pig-release-0.11.1.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.11.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.11.1,0.11.1,0.12.0-rc0,1
pig,0.12.0-rc0,pig.pig-release-0.12.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.12.0-rc0,0.12.0-rc0,0.12.0,1
pig,0.12.0-rc0,pig.pig-release-0.12.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.12.0-rc0,0.12.0-rc0,0.12.0,1
pig,0.12.0,pig.pig-release-0.12.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.12.0,0.12.0,0.12.1-rc0,1
pig,0.12.0,pig.pig-release-0.12.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.12.0,0.12.0,0.12.1-rc0,1
pig,0.12.1-rc0,pig.pig-release-0.12.1-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.12.1-rc0,0.12.1-rc0,0.12.1,1
pig,0.12.1-rc0,pig.pig-release-0.12.1-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.12.1-rc0,0.12.1-rc0,0.12.1,1
pig,0.12.1,pig.pig-release-0.12.1.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.12.1,0.12.1,0.13.0-rc0,1
pig,0.12.1,pig.pig-release-0.12.1.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.12.1.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.12.1,0.12.1,0.13.0-rc0,1
pig,0.13.0-rc0,pig.pig-release-0.13.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.13.0-rc0,0.13.0-rc0,0.13.0,1
pig,0.13.0-rc0,pig.pig-release-0.13.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.13.0-rc0,0.13.0-rc0,0.13.0,1
pig,0.13.0,pig.pig-release-0.13.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.13.0,0.13.0,0.14.0-rc0,1
pig,0.13.0,pig.pig-release-0.13.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.13.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.13.0,0.13.0,0.14.0-rc0,1
pig,0.14.0-rc0,pig.pig-release-0.14.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.14.0-rc0,0.14.0-rc0,0.14.0,1
pig,0.14.0-rc0,pig.pig-release-0.14.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.14.0-rc0,0.14.0-rc0,0.14.0,1
pig,0.14.0,pig.pig-release-0.14.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.14.0,0.14.0,0.15.0-rc0,1
pig,0.14.0,pig.pig-release-0.14.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.14.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.14.0,0.14.0,0.15.0-rc0,1
pig,0.15.0-rc0,pig.pig-release-0.15.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.15.0-rc0,0.15.0-rc0,0.15.0,1
pig,0.15.0-rc0,pig.pig-release-0.15.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.15.0-rc0,0.15.0-rc0,0.15.0,1
pig,0.15.0,pig.pig-release-0.15.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.15.0,0.15.0,0.16.0-rc0,1
pig,0.15.0,pig.pig-release-0.15.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.15.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.15.0,0.15.0,0.16.0-rc0,1
pig,0.16.0-rc0,pig.pig-release-0.16.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.16.0-rc0,0.16.0-rc0,0.16.0,1
pig,0.16.0-rc0,pig.pig-release-0.16.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.16.0-rc0,0.16.0-rc0,0.16.0,1
pig,0.16.0,pig.pig-release-0.16.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.16.0,0.16.0,0.17.0-rc0,1
pig,0.16.0,pig.pig-release-0.16.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.16.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.16.0,0.16.0,0.17.0-rc0,1
pig,0.17.0-rc0,pig.pig-release-0.17.0-rc0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.17.0-rc0,0.17.0-rc0,0.17.0,1
pig,0.17.0-rc0,pig.pig-release-0.17.0-rc0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0-rc0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.17.0-rc0,0.17.0-rc0,0.17.0,1
pig,0.17.0,pig.pig-release-0.17.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.17.0,0.17.0,0.17.0,1
pig,0.17.0,pig.pig-release-0.17.0.test.org.apache.pig.test,Util,convertStringToDataByteArray,Complex Method,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.17.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util.convertStringToDataByteArray.Complex Method",0.17.0,0.17.0,0.17.0,1
pig,0.8.0,pig.pig-release-0.8.0.test.org.apache.pig.test,Util,,God Class,"pmd,experts","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.8.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java","Ambiguous: Type 'Util' found in 3 locations, none in package 'pig.pig-release-0.8.0.test.org.apache.pig.test'. Paths: test/org/apache/pig/test/Util.java; src/org/apache/pig/newplan/logical/Util.java; contrib/piggybank/java/src/main/java/org/apache/pig/piggybank/evaluation/math/Util.java.Util..God Class",0.8.0,0.8.0,0.8.1-rc0,1
