file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/tools/nodetool/CompactionHistory.java,org.apache.cassandra.tools.nodetool.CompactionHistoryRow,class,1,3,2,1,3,1,0,5,0,0.2857143,1.0,1.0,3,0,2,0,0,1,3,0,0,0,7,0,0,7,0,0,7,0,4,34,2,0,0,0,0,0,8,17,1,10,0,0,0,0,41,0,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$AsyncClient$multiget_count_call,innerclass,12,12,0,12,4,2,0,13,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,31,1,0,1,0,1,2,1,7,0,7,1,0,0,0,31,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/partitions/PartitionIterators.java,org.apache.cassandra.db.partitions.PartitionIterators,class,11,12,1,11,12,4,0,12,21,0.0,0.0,0.0,7,6,6,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,66,5,3,1,2,0,3,3,3,0,3,3,0,4,0,51,1025,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/ResultSet.java,org.apache.cassandra.cql3.ResultSet$Codec,innerclass,4,4,0,4,8,1,0,11,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,2,5,0,0,0,0,4,9,2,8,2,0,0,0,20,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/Slices.java,org.apache.cassandra.db.Slices$InOrderTester,interface,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/partitions/SingletonUnfilteredPartitionIterator.java,org.apache.cassandra.db.partitions.SingletonUnfilteredPartitionIterator,class,3,4,1,3,8,1,0,2,5,0.61904764,0.3809524,0.71428573,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,2,0,0,29,4,0,0,0,0,0,0,3,0,3,1,0,0,0,27,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/restrictions/SingleColumnRestriction.java,org.apache.cassandra.cql3.restrictions.SingleColumnRestriction$SliceRestriction,innerclass,16,16,0,16,15,3,0,19,0,0.15384616,0.6818182,0.6818182,13,0,10,1,1,1,12,0,0,0,1,0,0,1,0,0,1,0,8,50,9,1,0,0,0,5,0,4,0,3,2,0,0,0,75,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/db/ScrubTest.java,org.apache.cassandra.db.ScrubTest$TestWriter,innerclass,7,7,0,7,2,2,0,2,1,0.0,0.0,0.0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/utils/concurrent/AccumulatorTest.java,org.apache.cassandra.utils.concurrent.AccumulatorTest,class,2,2,0,2,5,1,0,11,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,2,0,12,20,4,0,4,1,0,0,0,28,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/service/DataResolver.java,org.apache.cassandra.service.DataResolver$ShortReadProtection,innerclass,5,5,0,5,2,3,0,8,0,0.33333334,NaN,NaN,2,0,1,1,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,53,1,0,0,0,0,0,0,7,0,4,0,0,1,0,18,2,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/service/StorageProxy.java,org.apache.cassandra.service.StorageProxy,class,80,95,15,80,261,8,0,284,3324,0.95855975,0.010734463,0.020903954,92,56,58,33,0,1,60,0,0,0,16,16,3,13,0,0,15,0,126,1385,65,36,25,16,4,60,42,235,23,215,6,10,14,6,758,1,41
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/restrictions/IndexRestrictions.java,org.apache.cassandra.cql3.restrictions.IndexRestrictions,class,5,6,1,5,9,1,0,6,24,0.84126985,0.16666667,0.2777778,9,4,5,0,0,4,9,0,0,0,7,5,5,2,0,0,7,0,4,36,7,0,0,0,0,5,0,7,0,7,0,0,0,0,61,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/transport/SimpleClient.java,org.apache.cassandra.transport.SimpleClient$Anonymous1,anonymous,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/cql3/validation/entities/UFTest.java,org.apache.cassandra.cql3.validation.entities.UFTest,class,18,19,1,18,97,2,0,108,1540,0.0,0.0,0.0,56,1,53,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,281,852,4,22,5,8,0,1686,358,181,354,152,3,0,1,0,350,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/utils/btree/NodeBuilder.java,org.apache.cassandra.utils.btree.NodeBuilder,class,6,8,2,6,69,1,0,27,0,0.71785706,0.42222223,0.8,20,1,0,10,0,10,10,0,0,0,13,1,0,13,0,0,1,0,25,236,18,4,19,0,5,2,55,66,35,36,3,0,0,0,129,16,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/batchlog/BatchlogEndpointFilterTest.java,org.apache.cassandra.batchlog.BatchlogEndpointFilterTest$TestEndpointFilter,innerclass,2,2,0,2,3,2,0,0,3,0.0,0.0,0.0,3,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,1,0,1,0,0,0,0,0,14,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/filter/DataLimits.java,org.apache.cassandra.db.filter.DataLimits,class,13,26,13,13,18,8,4,5,153,1.0,0.0,0.0,18,5,18,0,0,0,18,10,0,0,4,4,4,0,0,0,4,0,1,417,8,0,0,0,0,0,1,4,0,4,0,1,7,0,150,1025,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/repair/ValidatorTest.java,org.apache.cassandra.repair.ValidatorTest,class,14,14,0,14,7,1,0,31,0,0.25,0.5,0.5,4,1,4,0,0,0,4,0,0,0,3,3,0,3,0,0,2,0,12,82,0,0,0,0,0,5,6,17,0,17,1,2,0,0,47,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/rows/LazilyInitializedUnfilteredRowIterator.java,org.apache.cassandra.db.rows.LazilyInitializedUnfilteredRowIterator,class,10,13,3,10,15,2,0,12,0,0.5416666,0.5272727,0.5272727,12,0,9,1,2,0,11,1,0,0,2,0,0,2,0,0,1,0,0,45,8,0,2,0,0,0,0,2,0,2,1,0,0,0,61,1025,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$AsyncProcessor$login$Anonymous1,anonymous,4,4,0,4,6,1,0,6,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0,2,0,2,0,9,0,4,1,0,0,0,19,-1,2
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$describe_cluster_name_result$describe_cluster_name_resultTupleScheme,innerclass,4,4,0,4,5,2,0,8,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,4,5,0,4,1,0,0,0,19,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/restrictions/MultiColumnRestriction.java,org.apache.cassandra.cql3.restrictions.MultiColumnRestriction$NotNullRestriction,innerclass,11,11,0,11,11,3,0,5,28,0.0,0.0,0.0,8,0,7,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,2,28,5,1,1,0,0,4,1,0,0,0,2,0,0,0,63,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/cql3/validation/operations/SelectMultiColumnRelationTest.java,org.apache.cassandra.cql3.validation.operations.SelectMultiColumnRelationTest,class,2,2,0,2,25,2,0,12,105,0.0,0.0,0.0,15,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,430,328,0,10,0,0,0,357,2127,0,10,0,1,0,0,0,149,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/tools/nodetool/FailureDetectorInfo.java,org.apache.cassandra.tools.nodetool.FailureDetectorInfo,class,3,3,0,3,2,2,0,7,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,2,10,0,2,0,2,1,0,0,0,22,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/schema/LegacySchemaMigrator.java,org.apache.cassandra.schema.LegacySchemaMigrator$Function,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,5,26,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/utils/SigarLibrary.java,org.apache.cassandra.utils.SigarLibrary,class,6,7,1,6,25,1,0,17,0,0.6428572,1.0,1.0,7,0,3,4,0,0,3,0,0,0,8,0,0,8,0,0,0,0,1,106,14,0,3,5,0,11,4,19,1,17,2,0,0,0,96,1,10
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/service/CassandraDaemon.java,org.apache.cassandra.service.CassandraDaemon$Server,interface,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/tools/stress/src/org/apache/cassandra/stress/Stress.java,org.apache.cassandra.stress.Stress,class,8,10,2,8,15,2,0,27,1,0.5,0.0,0.0,2,2,2,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,5,81,1,1,2,3,1,2,5,8,0,8,5,0,1,0,149,17,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlRow.java,org.apache.cassandra.thrift.CqlRow$CqlRowStandardSchemeFactory,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/concurrent/SharedExecutorPool.java,org.apache.cassandra.concurrent.SharedExecutorPool,class,5,10,5,5,10,1,0,9,6,0.8125,0.0,0.0,4,0,2,0,0,2,4,0,0,0,8,1,1,0,0,7,8,0,0,27,2,1,3,0,2,1,3,12,0,11,2,0,0,0,202,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/schema/IndexMetadataTest.java,org.apache.cassandra.schema.IndexMetadataTest,class,1,1,0,1,3,1,0,5,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,0,0,0,0,17,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/UntypedResultSet.java,org.apache.cassandra.cql3.UntypedResultSet$FromPager$Anonymous3,anonymous,3,3,0,3,4,1,0,9,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,13,2,1,1,1,0,0,0,4,0,4,2,0,0,0,19,-1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/ClusteringPrefix.java,org.apache.cassandra.db.ClusteringPrefix$Kind,enum,1,1,0,1,39,1,0,4,53,0.8636364,0.44444445,0.46666667,11,1,10,1,0,0,10,0,0,0,2,0,1,1,0,0,2,0,1,82,20,0,4,0,6,0,16,2,0,2,1,0,0,0,97,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/utils/MerkleTreeTest.java,org.apache.cassandra.utils.MerkleTreeTest,class,18,20,2,18,33,2,0,46,0,0.5833334,0.60294116,0.6691176,18,3,16,1,0,1,17,0,0,0,4,2,2,0,2,0,0,0,148,294,4,7,5,1,0,18,196,71,7,57,2,0,1,0,168,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/index/transactions/UpdateTransaction.java,org.apache.cassandra.index.transactions.UpdateTransaction,interface,5,10,5,5,4,1,0,0,6,0.75,0.0,0.0,4,0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,1,0,1,0,1,0,0,135,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/transport/messages/ResultMessage.java,org.apache.cassandra.transport.messages.ResultMessage$SetKeyspace,innerclass,3,3,0,3,3,4,0,0,1,0.5,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,2,1,2,0,0,0,2,0,0,28,2,0,0,0,0,1,0,2,1,2,0,1,0,0,11,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$remove_counter_result$remove_counter_resultStandardSchemeFactory,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/AuthenticationException.java,org.apache.cassandra.thrift.AuthenticationException$AuthenticationExceptionTupleSchemeFactory,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/utils/concurrent/WaitQueue.java,org.apache.cassandra.utils.concurrent.WaitQueue$AbstractSignal,innerclass,2,2,0,2,11,1,0,10,6,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,33,1,3,0,0,1,0,0,4,1,3,2,0,0,0,22,1033,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/tools/nodetool/DisableAutoCompaction.java,org.apache.cassandra.tools.nodetool.DisableAutoCompaction,class,4,4,0,4,3,2,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,15,0,1,0,1,0,5,0,3,0,3,2,0,0,0,37,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$AsyncProcessor$describe_local_ring$Anonymous25,anonymous,4,4,0,4,5,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,2,0,2,0,8,0,4,1,0,0,0,20,-1,2
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/service/pager/PagingStateTest.java,org.apache.cassandra.service.pager.PagingStateTest,class,8,9,1,8,4,1,0,18,6,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,10,4,12,0,12,0,0,0,0,37,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/schema/IndexMetadata.java,org.apache.cassandra.schema.IndexMetadata,class,11,23,12,11,41,1,0,44,0,0.70000005,0.74358976,0.84615386,15,5,13,2,0,0,13,0,0,0,8,4,5,3,0,0,8,0,10,123,16,0,11,1,1,23,0,19,6,18,2,0,2,2,102,17,1
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/dht/ByteOrderedPartitioner.java,org.apache.cassandra.dht.ByteOrderedPartitioner$BytesToken,innerclass,5,5,0,5,13,2,0,9,0,0.6363636,0.5090909,0.5090909,11,0,11,0,0,0,11,0,0,0,2,1,0,0,0,2,2,0,4,42,9,0,1,0,1,2,4,5,2,5,1,0,0,0,51,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/gms/SerializationsTest.java,org.apache.cassandra.gms.SerializationsTest$Statics,innerclass,6,6,0,6,2,1,0,9,0,NaN,NaN,NaN,0,0,0,0,0,0,1,0,0,0,7,7,0,7,0,0,0,0,1,15,0,1,0,0,0,0,8,8,3,8,1,0,0,0,22,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/Lists.java,org.apache.cassandra.cql3.Lists$Setter,innerclass,6,6,0,6,4,2,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,1,0,0,0,0,1,0,1,1,0,0,0,26,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$AsyncProcessor$describe_splits$Anonymous30,anonymous,3,3,0,3,5,1,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,2,0,2,0,8,0,4,1,0,0,0,19,-1,2
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$execute_cql3_query_args$_Fields,enum,1,1,0,1,12,1,0,5,5,0.6111111,0.0952381,0.14285715,6,3,5,0,0,1,7,0,0,0,3,1,0,3,0,0,3,0,2,41,8,1,1,0,0,5,6,4,1,4,1,0,0,0,64,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/cql3/functions/TimeFcts.java,org.apache.cassandra.cql3.functions.TimeFcts,class,4,5,1,4,1,1,0,2,0,0.07692308,NaN,NaN,1,1,1,0,0,0,1,0,0,0,13,13,13,0,0,0,12,0,0,116,1,0,0,0,0,12,0,13,0,13,0,12,0,0,41,1025,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/utils/BackgroundActivityMonitor.java,org.apache.cassandra.utils.BackgroundActivityMonitor,class,9,11,2,9,16,1,0,20,22,0.89166665,0.06666667,0.06666667,8,0,6,2,0,0,6,0,0,0,15,10,7,8,0,0,13,0,5,88,8,2,4,1,2,5,19,36,5,31,2,0,1,0,96,1,1
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/gms/VersionGenerator.java,org.apache.cassandra.gms.VersionGenerator,class,0,2,2,0,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,6,1,0,0,0,0,0,1,1,0,1,0,0,0,0,19,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/Columns.java,org.apache.cassandra.db.Columns,class,10,18,8,10,52,2,0,41,0,0.76428574,0.56666666,0.6333333,28,3,25,3,0,0,25,0,0,0,5,3,3,2,0,0,5,0,44,278,37,3,10,0,1,5,9,15,6,17,2,0,1,2,171,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/io/util/NIODataInputStreamTest.java,org.apache.cassandra.io.util.NIODataInputStreamTest$Anonymous1,anonymous,0,0,0,0,4,1,0,6,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,14,2,0,1,0,0,0,2,1,1,1,0,0,0,0,12,-1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/Cassandra.java,org.apache.cassandra.thrift.Cassandra$batch_mutate_result$batch_mutate_resultStandardSchemeFactory,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/notifications/SSTableRepairStatusChanged.java,org.apache.cassandra.notifications.SSTableRepairStatusChanged,class,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/burn/org/apache/cassandra/utils/LongBTreeTest.java,org.apache.cassandra.utils.LongBTreeTest$TestEachKey,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/io/sstable/SSTableScannerTest.java,org.apache.cassandra.io.sstable.SSTableScannerTest,class,22,23,1,22,44,1,0,54,178,0.8,1.0,1.0,20,17,4,16,0,0,4,0,0,0,2,2,2,0,0,0,2,0,119,204,13,12,5,1,0,6,343,46,17,33,4,0,0,0,96,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/tools/stress/src/org/apache/cassandra/stress/settings/SettingsRate.java,org.apache.cassandra.stress.settings.SettingsRate,class,7,11,4,7,12,3,0,12,8,0.6,0.1,0.1,5,3,5,0,0,0,5,0,0,0,5,0,5,0,0,0,5,0,8,74,5,0,2,0,0,5,8,15,1,10,3,1,2,0,37,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/transport/Event.java,org.apache.cassandra.transport.Event$SchemaChange$Target,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/test/unit/org/apache/cassandra/schema/LegacySchemaMigratorTest.java,org.apache.cassandra.schema.LegacySchemaMigratorTest,class,29,30,1,29,47,1,0,132,175,0.7954545,0.0,0.0,22,21,2,20,0,0,2,0,0,0,2,2,0,2,0,0,2,0,63,310,16,11,6,0,1,238,43,75,25,79,2,14,0,5,166,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/io/FSError.java,org.apache.cassandra.io.FSError,class,1,5,4,1,4,4,2,1,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,13,2,1,1,0,0,0,0,3,0,2,2,0,0,0,25,1025,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/serializers/BooleanSerializer.java,org.apache.cassandra.serializers.BooleanSerializer,class,4,6,2,4,12,1,0,6,10,0.8666666,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,3,1,2,0,0,3,0,3,22,5,0,6,0,1,2,6,4,0,4,1,0,0,0,26,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/interface/thrift/gen-java/org/apache/cassandra/thrift/CqlMetadata.java,org.apache.cassandra.thrift.CqlMetadata$_Fields,enum,1,1,0,1,13,1,0,5,5,0.6111111,0.0952381,0.14285715,6,3,5,0,0,1,7,0,0,0,3,1,0,3,0,0,3,0,2,41,9,1,1,0,0,6,8,4,1,4,1,0,0,0,62,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/streaming/StreamReader.java,org.apache.cassandra.streaming.StreamReader,class,19,22,3,19,16,2,1,23,7,0.5833334,0.26666668,0.4,6,0,2,0,4,0,6,0,0,0,10,1,0,1,9,0,10,0,2,147,4,3,5,1,0,6,4,26,6,21,2,0,1,0,97,1,1
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/marshal/CompositeType.java,org.apache.cassandra.db.marshal.CompositeType$Builder,innerclass,7,7,0,7,25,1,0,16,0,0.61428577,0.43939394,0.43939394,14,1,12,2,0,0,12,0,0,0,5,0,0,5,0,0,4,0,3,85,12,1,1,1,0,1,10,14,4,9,2,0,0,0,62,9,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/utils/IndexedSearchIterator.java,org.apache.cassandra.utils.IndexedSearchIterator,interface,3,4,1,3,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0
/model/lxj/actionableCS/cassandra/cassandra-cassandra-3.2/src/java/org/apache/cassandra/db/columniterator/SSTableReversedIterator.java,org.apache.cassandra.db.columniterator.SSTableReversedIterator$ReverseReader,innerclass,14,14,0,14,31,2,0,33,16,0.625,0.2857143,0.47619048,8,0,1,1,6,0,7,0,0,0,2,0,0,0,2,0,0,0,1,71,4,2,10,1,2,0,8,13,2,9,3,0,0,0,65,2,0
